ID,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
1440,34.7,78.3,19.7,33.9,48.7,2.4,2.53,3.9,629,Hazardous
9486,25.9,54.6,3.6,8.5,25.9,8.3,1.07,11.5,548,Good
9250,25.0,60.5,8.8,13.4,11.6,3.2,0.9,11.2,232,Good
4700,40.0,83.9,30.4,47.3,30.8,16.3,1.83,4.3,675,Poor
5012,25.7,62.8,11.5,24.0,26.1,8.8,1.55,6.2,609,Moderate
7891,30.9,53.0,13.4,23.8,23.7,10.1,1.16,9.1,510,Moderate
5130,29.0,88.9,89.1,112.2,30.6,22.6,1.29,3.2,679,Poor
4159,28.3,58.5,10.8,16.3,27.1,4.5,1.02,10.3,250,Good
5605,28.0,70.5,13.8,21.0,12.0,4.4,1.04,10.4,582,Good
5281,29.5,71.9,3.6,10.4,17.9,-0.8,1.0,10.2,617,Good
4298,22.8,50.8,1.5,8.9,14.8,3.7,1.08,10.6,466,Good
611,33.7,69.8,29.2,32.7,25.3,18.5,2.12,2.9,638,Poor
1718,34.6,78.9,9.0,11.1,14.2,3.7,1.4,10.6,308,Good
1058,24.2,73.4,17.0,19.1,15.4,4.2,0.88,10.4,228,Good
5019,31.6,103.5,3.2,19.2,30.5,17.6,1.83,4.0,737,Poor
3840,26.4,86.8,12.9,29.7,27.4,8.6,1.22,5.4,401,Moderate
4370,24.9,79.0,3.3,9.9,14.1,3.8,1.19,10.6,219,Good
4930,20.8,43.2,3.0,7.9,27.5,9.0,1.18,11.3,261,Good
1774,26.4,72.1,4.4,11.0,15.3,5.9,0.83,12.6,377,Good
7064,29.7,53.4,15.9,31.4,32.9,6.4,2.5,6.8,756,Poor
9322,21.8,50.6,3.4,10.5,15.2,4.7,0.88,10.5,299,Good
6773,26.6,89.5,19.5,26.9,25.3,7.4,1.51,7.1,522,Moderate
8788,32.0,95.7,63.8,84.7,36.8,19.2,2.59,4.4,463,Hazardous
4342,28.8,44.9,13.5,23.5,24.1,6.8,1.04,17.6,378,Good
4987,25.9,80.1,3.1,14.5,33.0,8.9,1.35,5.2,474,Moderate
110,39.8,66.8,8.1,27.4,27.3,18.1,2.39,3.5,639,Poor
3142,30.8,96.0,5.0,20.1,40.1,17.6,2.3,3.7,415,Hazardous
8752,28.6,89.1,4.8,11.8,17.3,0.5,1.65,8.2,587,Moderate
4942,27.1,54.7,12.7,19.5,17.4,12.7,1.05,10.0,509,Good
4663,27.0,48.0,14.8,18.1,23.5,2.1,0.92,10.7,559,Good
2263,33.3,81.3,2.6,17.2,23.5,15.8,1.52,5.3,411,Moderate
1031,33.2,75.1,9.2,27.1,31.1,17.5,2.36,7.5,808,Poor
3806,33.2,71.6,21.7,32.7,29.2,14.0,1.95,3.7,546,Poor
825,19.8,67.1,4.5,14.2,17.1,2.4,0.99,10.8,474,Good
9088,30.4,73.2,11.1,22.7,20.5,14.0,1.34,7.3,547,Moderate
3838,27.1,69.6,5.5,7.5,15.6,6.2,1.0,12.1,327,Good
7523,24.0,62.4,37.2,41.2,18.4,6.5,1.05,11.1,337,Good
7666,31.0,78.0,8.0,9.7,14.7,4.1,0.94,15.7,309,Good
4631,34.0,85.0,22.5,34.6,35.2,14.7,1.47,7.7,608,Moderate
8173,33.4,85.6,31.1,46.2,44.2,10.3,2.03,6.8,623,Poor
2169,25.7,74.4,2.6,8.5,24.4,5.0,1.12,10.2,541,Good
2589,21.1,39.4,13.2,21.6,13.5,7.0,1.02,13.4,288,Good
7592,30.7,60.0,31.1,38.8,19.9,7.6,1.35,5.5,444,Moderate
6795,37.8,85.7,79.1,90.5,34.8,15.0,2.78,5.6,475,Poor
1094,28.1,60.7,22.5,34.7,34.4,10.8,1.51,7.4,348,Moderate
1530,19.5,51.1,1.3,4.0,14.8,3.7,0.83,10.1,315,Good
7655,30.1,85.7,59.8,68.4,45.9,20.5,1.93,4.3,668,Poor
2605,30.3,61.1,0.5,6.1,19.0,3.9,1.07,12.1,336,Good
7925,32.8,62.0,40.5,43.6,27.2,19.1,1.57,6.1,699,Moderate
4908,48.0,72.0,5.3,22.5,28.8,12.1,2.44,3.7,565,Hazardous
2200,27.8,71.2,18.7,35.5,32.7,10.5,2.03,3.8,519,Poor
7943,39.0,67.5,5.7,10.0,40.1,16.4,2.61,5.1,439,Poor
8623,18.8,66.6,18.1,22.9,19.6,3.6,0.87,10.8,287,Good
9690,24.1,45.6,3.1,7.3,13.6,5.3,0.9,10.1,246,Good
654,25.1,82.7,2.8,11.4,15.8,5.5,0.91,10.2,556,Good
6660,34.0,84.1,8.8,36.7,40.1,6.5,1.68,4.1,580,Poor
4327,22.1,75.2,49.1,60.1,25.8,10.2,1.32,16.3,607,Moderate
3605,25.5,56.5,1.7,8.1,13.7,5.5,1.07,13.8,319,Good
9429,42.2,82.1,7.8,26.5,31.5,13.6,2.18,5.8,765,Poor
541,24.1,53.9,14.5,18.7,23.0,8.0,1.03,10.0,596,Good
4794,29.7,56.4,2.9,9.6,19.4,1.2,1.04,13.5,276,Good
1198,24.2,45.7,2.0,4.3,15.4,4.3,1.21,11.8,617,Good
249,31.9,54.5,8.5,13.1,18.3,6.0,1.03,10.7,534,Good
2118,23.3,63.8,7.5,11.1,23.4,4.9,0.95,12.5,279,Good
2195,27.1,57.8,15.6,26.2,22.5,-0.2,1.76,7.5,387,Moderate
5476,44.0,90.9,25.5,49.2,35.0,19.5,1.95,4.0,626,Hazardous
5702,28.0,70.1,10.7,15.4,23.2,2.9,0.92,15.6,213,Good
2057,24.5,77.1,31.2,36.9,11.8,4.1,1.04,15.3,584,Good
457,40.0,73.8,46.1,56.9,26.2,13.3,2.57,9.1,682,Poor
9133,34.4,84.8,13.1,19.5,24.7,19.0,1.6,9.6,728,Poor
2211,20.6,73.9,18.9,23.1,16.1,3.9,1.07,10.3,260,Good
1537,18.1,43.9,15.9,21.1,18.9,8.5,1.0,12.2,405,Good
1043,34.4,75.8,1.2,15.1,42.3,27.4,2.07,3.2,627,Poor
7263,28.1,81.9,11.8,16.4,26.1,1.9,1.11,10.3,379,Good
5829,39.5,82.7,46.6,59.4,48.4,20.3,2.37,5.5,753,Poor
6976,28.6,79.3,11.8,16.8,21.7,11.3,1.64,9.4,455,Moderate
2901,20.3,76.1,4.8,7.8,25.1,4.7,1.07,11.5,412,Good
6191,32.1,70.5,5.0,14.7,29.5,7.1,1.37,9.2,478,Moderate
4084,21.1,75.1,20.1,24.3,21.5,5.3,0.85,10.2,405,Good
4366,26.5,54.1,18.5,26.8,16.0,3.2,0.94,13.2,364,Good
4129,32.9,59.6,16.1,35.8,25.1,15.0,2.01,4.2,500,Poor
2204,34.7,86.2,9.8,23.3,27.0,6.9,1.46,5.5,621,Moderate
1494,33.9,88.6,5.3,29.9,35.0,15.3,1.79,8.5,541,Poor
2026,23.0,60.8,27.2,29.7,13.8,6.3,0.92,10.8,333,Good
3241,24.5,52.0,15.3,20.3,25.3,-0.4,0.94,10.6,346,Good
7578,23.8,68.4,7.8,13.5,16.5,3.2,1.06,10.2,223,Good
1577,35.7,52.3,1.8,14.3,17.6,7.0,1.52,7.5,491,Moderate
2229,24.7,73.5,20.5,26.1,17.7,7.7,1.07,10.5,394,Good
5955,33.4,77.3,26.9,41.2,21.3,3.5,1.93,7.2,385,Moderate
1972,34.3,74.3,23.6,42.6,29.0,17.7,1.6,7.5,577,Poor
6381,37.1,90.4,1.0,12.0,32.3,25.3,2.21,4.5,597,Poor
8983,33.4,60.4,117.2,143.0,35.7,2.1,2.17,5.7,628,Poor
6987,33.1,88.7,18.8,34.1,32.7,12.6,2.43,7.2,471,Poor
6125,32.4,60.7,22.6,29.8,24.9,3.3,1.05,11.1,476,Good
3017,43.3,86.1,21.6,34.2,29.9,5.8,1.39,3.7,398,Poor
88,20.5,77.6,6.1,13.3,15.1,5.0,1.1,12.1,436,Good
7990,30.0,102.8,40.3,59.6,41.4,23.4,2.31,3.8,610,Hazardous
353,32.4,88.8,7.9,15.1,22.6,3.9,2.04,5.7,347,Poor
6808,29.8,58.7,29.8,35.7,23.9,13.0,1.46,6.6,473,Moderate
5115,27.7,66.0,5.1,10.3,15.5,6.1,1.02,12.7,420,Good
6698,36.9,63.1,11.2,28.7,29.7,24.2,1.93,7.2,472,Poor
9252,22.3,71.7,0.8,2.8,15.8,-0.1,1.04,13.1,527,Good
9947,24.1,73.3,1.5,6.5,15.7,5.3,1.02,14.0,337,Good
2772,22.5,53.0,3.1,7.3,25.6,6.3,1.02,12.1,300,Good
7885,34.7,86.9,26.0,39.4,30.7,15.2,1.4,6.8,322,Poor
962,25.2,75.6,2.5,5.2,21.9,5.3,0.86,10.6,592,Good
3668,32.6,60.0,1.7,11.6,35.0,10.6,1.41,6.9,554,Moderate
975,22.2,53.0,10.7,27.0,21.1,5.0,1.5,6.6,716,Moderate
4265,28.5,78.6,31.6,36.5,26.3,9.2,1.49,5.2,470,Moderate
606,24.1,58.9,6.6,11.2,18.3,1.9,0.93,11.1,466,Good
8350,27.7,67.2,1.9,12.4,20.3,4.5,1.06,10.8,239,Good
8556,31.5,67.7,2.7,11.8,34.8,15.6,1.17,5.5,550,Moderate
3351,26.0,98.0,14.6,46.6,37.5,20.9,1.82,3.7,658,Hazardous
68,31.8,53.4,11.5,25.5,30.6,7.2,1.38,8.7,371,Moderate
8823,26.3,44.2,2.3,7.0,27.2,6.6,1.02,10.4,269,Good
7604,37.2,70.0,2.1,11.7,26.3,14.8,1.74,5.0,580,Moderate
6132,34.7,96.8,4.6,13.8,22.4,18.0,1.79,5.0,499,Moderate
7580,24.3,73.9,7.4,19.0,20.1,-0.4,1.55,5.2,276,Moderate
5856,18.1,78.2,3.1,9.2,24.2,2.0,0.87,12.6,515,Good
53,25.3,49.6,8.1,13.2,24.6,3.1,1.01,11.6,227,Good
8624,29.7,46.0,26.0,35.9,22.0,9.3,1.01,10.0,398,Good
8274,27.9,51.9,3.9,10.0,26.5,7.1,1.02,11.8,547,Good
3545,54.0,80.2,6.0,32.7,31.9,24.2,2.68,3.3,719,Hazardous
1891,22.7,44.9,1.6,5.9,15.5,7.5,1.06,14.6,522,Good
5692,30.0,66.5,3.4,8.2,20.2,6.3,1.21,10.6,285,Good
4905,27.7,90.5,11.9,19.7,18.7,12.6,1.6,6.1,398,Moderate
4920,28.4,71.0,7.2,11.2,9.8,6.7,0.85,12.2,421,Good
2322,29.0,88.3,45.4,60.8,30.4,7.2,1.53,7.2,414,Moderate
2410,34.0,106.0,17.7,30.1,33.0,11.8,2.12,4.4,459,Poor
9065,30.9,89.7,8.6,18.9,27.6,9.7,2.55,3.9,608,Poor
9499,29.6,70.5,16.1,23.6,23.3,6.9,1.59,9.0,317,Moderate
4127,22.1,42.0,5.7,8.5,22.1,4.2,0.9,10.2,347,Good
2088,38.1,77.0,9.5,23.2,34.8,17.7,1.92,3.9,435,Poor
2586,27.0,43.3,3.0,7.1,18.6,8.5,0.92,10.6,399,Good
7568,24.4,54.1,1.0,5.5,10.4,3.4,0.82,10.3,289,Good
2752,39.0,86.4,74.0,86.3,51.0,14.3,2.44,3.8,795,Poor
3783,27.1,47.1,2.2,4.7,14.0,3.3,0.92,10.5,334,Good
9459,20.7,52.7,6.3,9.5,24.0,5.9,1.04,15.1,476,Good
8431,23.3,67.8,25.8,33.6,25.9,5.7,1.05,16.7,299,Good
7477,26.5,47.9,14.6,18.5,19.1,6.8,1.05,11.3,423,Good
5270,25.5,62.8,8.5,13.4,17.7,4.2,1.06,11.4,415,Good
3972,24.4,65.5,12.9,23.3,21.2,8.7,1.52,7.1,621,Moderate
1854,26.7,54.1,28.3,32.7,27.7,4.9,1.13,10.8,272,Good
345,23.0,57.3,11.4,15.7,19.6,4.6,0.96,12.8,288,Good
9747,25.4,69.5,2.1,5.4,18.1,5.2,0.88,11.8,272,Good
2290,24.7,79.1,2.9,15.1,23.9,9.2,1.53,5.0,597,Moderate
5759,37.6,84.9,37.7,59.3,48.1,13.5,2.7,2.9,691,Hazardous
3567,24.9,63.3,10.9,15.1,20.4,5.6,1.03,11.9,572,Good
9385,31.5,91.4,3.3,6.7,33.0,16.3,1.71,5.1,706,Poor
5022,24.7,64.3,3.7,10.5,29.3,-0.1,1.68,6.6,575,Moderate
6067,28.9,60.9,16.1,21.9,15.3,7.5,1.06,12.4,559,Good
9475,34.7,64.5,6.1,25.7,26.5,16.8,0.95,7.3,500,Moderate
1191,26.2,57.6,26.5,31.4,20.5,3.4,0.98,18.4,356,Good
2931,37.0,70.9,25.0,35.5,26.8,16.1,1.31,5.1,592,Poor
2718,23.2,70.1,1.8,22.4,42.4,13.6,1.54,4.8,610,Poor
6029,22.9,71.4,0.0,2.0,14.1,3.4,0.87,10.1,440,Good
8541,26.9,79.7,22.2,29.7,30.2,8.5,1.52,6.9,580,Moderate
9794,40.5,75.4,60.2,89.3,41.6,37.5,3.66,2.8,792,Hazardous
836,31.9,61.7,11.1,20.3,25.8,5.5,1.09,7.3,546,Moderate
2976,37.8,94.6,69.6,92.5,30.9,15.2,2.75,5.9,474,Poor
4073,26.4,54.7,37.1,42.4,14.4,7.3,0.85,10.5,541,Good
8290,36.9,87.9,13.5,25.4,33.4,17.9,2.54,7.5,527,Poor
2993,31.9,63.9,62.9,79.1,39.7,14.6,2.15,5.2,690,Poor
2261,33.2,58.1,6.1,16.6,26.6,12.5,1.52,7.2,509,Moderate
3340,26.1,49.2,20.2,25.1,16.6,4.9,0.89,10.2,565,Good
5292,30.7,74.6,3.8,8.6,29.5,16.3,1.51,6.8,633,Moderate
1700,37.5,77.8,4.2,8.2,38.3,31.0,2.3,5.2,643,Poor
9561,28.7,65.6,61.1,74.1,24.4,7.4,1.67,7.0,372,Moderate
7257,35.4,60.4,15.6,21.4,31.2,2.2,2.07,5.7,370,Moderate
5855,24.0,63.9,11.3,16.1,10.7,6.3,1.06,10.6,209,Good
1996,36.0,70.1,47.9,81.1,26.4,20.7,2.31,6.4,571,Hazardous
3778,26.8,55.8,4.5,4.1,16.1,7.1,0.89,10.4,449,Good
5154,26.7,66.9,13.6,20.8,29.4,8.1,0.97,11.8,455,Good
4199,26.1,57.9,0.4,3.4,20.1,7.5,0.84,11.0,595,Good
837,26.7,76.6,20.3,28.5,23.0,8.4,1.74,6.4,395,Moderate
5471,30.1,63.7,4.2,10.2,21.1,6.5,1.27,7.7,409,Moderate
2633,30.0,55.1,29.6,32.3,25.2,4.1,1.12,10.5,574,Good
6281,27.8,58.8,13.7,23.5,43.5,16.5,2.43,3.5,431,Poor
6289,27.0,78.2,7.4,21.3,44.4,20.5,2.12,5.0,476,Poor
3172,26.3,74.4,18.0,25.3,22.0,6.4,1.08,13.5,217,Good
6497,23.6,65.7,3.3,5.9,29.6,5.7,0.94,12.4,357,Good
2903,35.6,79.8,47.2,59.8,27.2,11.7,1.51,4.0,615,Moderate
3513,24.4,64.9,46.7,53.9,27.1,6.5,1.45,13.8,541,Moderate
3020,34.7,75.2,11.2,20.3,20.3,12.4,1.52,6.7,528,Moderate
482,24.6,61.2,5.0,13.1,25.4,8.0,1.52,5.1,509,Moderate
1006,29.6,88.4,17.8,38.2,36.0,3.5,1.61,7.5,479,Poor
1455,22.6,76.4,7.5,11.6,13.4,5.3,0.97,11.5,449,Good
2888,34.4,75.4,25.0,41.8,28.4,20.4,2.18,7.0,654,Poor
9387,23.5,66.4,31.7,36.3,27.5,7.2,1.04,11.3,499,Good
3105,23.8,61.7,3.5,9.9,19.3,4.3,0.89,10.4,336,Good
3974,18.3,57.3,7.8,14.4,18.8,2.3,0.94,12.8,298,Good
4990,28.0,74.0,2.6,9.4,16.4,-0.1,0.93,12.9,388,Good
9015,29.8,60.2,8.5,18.5,22.3,13.9,1.15,7.4,361,Moderate
722,34.4,80.6,46.0,59.4,39.1,11.2,1.79,6.5,420,Poor
9033,30.3,49.4,0.4,1.5,25.3,2.3,1.22,5.5,316,Moderate
915,24.8,51.7,2.9,8.5,13.2,3.5,0.98,11.4,392,Good
9078,27.9,68.6,51.9,74.6,33.9,10.4,2.37,5.4,726,Poor
5277,19.2,66.7,10.6,15.2,15.8,6.3,0.84,11.9,330,Good
3393,26.4,68.4,20.0,31.6,27.1,4.5,1.85,7.1,600,Moderate
559,32.6,81.1,22.6,34.0,18.5,-0.9,2.82,4.1,636,Poor
636,24.2,91.7,12.1,24.8,21.5,4.9,1.51,7.3,542,Moderate
5316,37.2,77.1,6.9,15.1,34.7,11.9,1.84,5.7,685,Poor
4240,27.0,59.2,17.5,23.2,16.3,5.6,0.94,15.2,392,Good
7233,43.8,76.9,7.3,21.7,35.2,18.9,1.81,3.6,822,Poor
9510,28.6,88.3,21.7,26.4,27.4,8.9,1.72,9.3,638,Moderate
1937,37.3,72.9,18.7,27.0,60.1,24.2,1.92,8.4,761,Poor
1926,31.5,71.1,6.6,21.6,26.4,8.3,1.5,7.3,679,Moderate
9991,30.6,56.0,26.4,35.6,26.3,14.9,1.58,8.0,540,Moderate
1271,28.4,77.4,4.0,10.7,28.3,7.8,1.03,11.4,283,Good
9708,26.5,81.0,138.5,156.3,21.7,4.3,1.6,7.1,435,Moderate
4999,19.0,65.6,8.8,14.5,12.9,0.5,0.88,10.8,231,Good
8466,22.9,51.3,15.6,20.0,16.1,-0.5,0.85,10.2,420,Good
6431,32.1,83.5,5.4,14.8,24.4,9.3,1.17,6.7,408,Moderate
193,30.5,49.8,18.3,23.1,25.8,7.5,1.06,10.5,513,Good
4406,32.0,68.3,12.4,21.7,31.7,13.8,1.7,9.6,333,Moderate
1547,24.6,62.2,32.4,36.4,34.7,16.8,1.74,5.0,608,Moderate
1119,31.9,77.7,3.3,8.8,26.2,-0.4,0.95,12.2,512,Good
1706,30.2,71.4,32.4,43.7,30.1,11.2,1.57,10.2,490,Moderate
93,33.8,72.9,10.2,22.2,27.9,18.1,1.29,5.4,478,Moderate
62,24.9,42.0,2.1,9.1,21.2,4.3,1.04,10.5,315,Good
6075,46.7,89.4,36.1,51.1,47.7,12.6,1.97,11.1,776,Poor
3761,37.8,68.9,40.8,49.4,29.0,3.0,1.53,5.9,656,Moderate
9881,39.3,76.1,29.2,43.1,35.3,21.3,2.04,11.7,811,Hazardous
97,25.9,72.4,1.8,5.0,24.2,-0.1,1.03,11.8,427,Good
3228,32.1,59.4,6.6,15.6,24.9,11.6,1.4,7.0,545,Moderate
3546,33.2,95.6,16.5,23.0,49.0,25.5,2.42,5.7,599,Hazardous
1324,37.3,69.4,0.8,10.4,31.4,10.5,1.44,8.3,528,Moderate
8855,21.9,71.8,2.7,12.1,30.0,7.6,1.54,6.2,567,Moderate
3152,20.9,65.3,17.5,24.0,22.3,4.3,1.03,11.1,213,Good
729,37.9,78.6,5.5,17.8,31.2,10.9,2.18,9.1,331,Poor
1354,31.8,77.4,27.9,44.7,25.0,10.1,1.35,13.1,603,Moderate
1252,29.6,62.9,2.8,17.6,27.4,11.9,1.46,6.5,610,Moderate
7904,47.8,93.6,10.5,32.4,43.8,3.1,1.8,3.5,547,Poor
7318,16.2,41.0,4.5,7.8,19.2,7.6,1.02,13.6,234,Good
922,22.6,77.6,16.8,21.7,16.3,5.9,1.05,13.8,484,Good
7468,32.1,91.6,14.0,34.9,31.4,9.8,2.47,2.9,763,Poor
1347,23.9,68.6,3.6,8.7,24.5,8.4,0.84,11.2,514,Good
9709,40.3,68.6,76.4,92.5,37.8,21.2,2.37,4.2,619,Hazardous
7033,23.6,76.7,22.5,29.1,26.0,6.9,1.02,10.5,573,Good
5117,23.5,41.9,3.7,9.2,26.0,2.2,0.74,10.0,465,Good
761,25.1,42.8,1.1,5.7,24.4,4.5,1.07,10.7,335,Good
8984,30.3,81.0,27.7,46.4,33.2,14.5,2.35,6.9,656,Poor
3596,37.3,101.1,11.9,35.0,27.5,14.4,2.22,3.7,697,Hazardous
5801,24.1,82.9,1.3,10.5,29.0,11.9,1.58,6.1,398,Moderate
6548,26.4,50.3,24.6,29.6,23.7,3.6,0.93,11.1,396,Good
8522,26.5,67.6,2.4,5.0,14.3,6.2,1.0,19.7,194,Good
8712,36.2,57.4,12.1,34.6,25.0,9.3,2.32,3.9,744,Poor
8756,23.8,48.2,16.4,22.5,10.3,4.3,0.97,11.1,281,Good
5798,30.4,89.9,12.4,31.9,19.0,16.7,1.9,5.2,656,Poor
5975,28.7,58.0,2.3,6.2,22.2,3.3,1.14,11.1,399,Good
12,26.1,60.6,15.6,22.1,21.5,3.0,0.9,11.7,287,Good
6257,28.4,71.4,7.0,20.8,22.8,5.6,1.27,9.2,298,Moderate
7903,35.8,65.1,3.2,8.4,33.2,17.4,1.24,9.1,621,Moderate
3907,24.8,87.3,15.1,24.7,34.8,19.8,1.52,6.1,359,Moderate
843,31.5,56.3,13.7,27.5,26.3,12.5,1.27,6.3,658,Moderate
3484,34.8,70.9,28.5,42.0,18.3,7.1,1.35,6.1,415,Moderate
7387,26.5,53.6,1.2,5.0,12.1,7.8,1.0,10.4,566,Good
8631,49.1,98.3,14.8,32.4,39.6,31.5,2.78,3.5,852,Hazardous
7427,33.2,86.4,8.6,18.9,29.8,15.2,1.67,7.3,494,Moderate
710,49.0,89.0,13.0,28.4,48.9,19.0,2.15,4.2,681,Hazardous
8355,37.8,68.9,4.0,7.2,32.4,12.1,2.26,4.1,687,Poor
6238,24.8,43.0,8.6,13.4,15.4,8.9,0.95,14.1,355,Good
461,38.1,69.0,3.8,21.9,47.1,18.2,2.37,6.1,780,Poor
9961,34.7,98.6,18.6,29.2,28.6,10.6,2.28,5.7,476,Poor
9409,23.8,76.0,3.3,11.7,19.2,4.3,0.99,10.1,326,Good
8228,29.1,47.3,3.3,11.7,20.7,7.0,0.83,14.2,486,Good
942,23.1,50.9,10.9,16.1,14.4,2.6,0.98,10.1,220,Good
5969,24.8,77.2,53.0,59.5,21.4,6.8,1.36,5.7,508,Moderate
3584,22.2,72.5,11.6,16.6,24.2,6.6,0.96,13.4,395,Good
4816,30.0,65.3,17.7,35.9,38.6,5.0,2.54,4.9,664,Poor
2869,32.3,82.3,33.2,58.8,49.4,14.7,2.12,6.5,516,Poor
7529,28.1,43.1,3.5,8.1,19.7,4.2,1.02,12.7,311,Good
276,28.6,43.0,20.3,24.5,25.8,7.2,0.96,12.7,462,Good
1820,24.0,50.3,4.3,8.0,21.8,4.7,0.85,11.1,478,Good
9280,39.0,96.1,10.4,27.7,25.8,18.8,1.75,4.1,536,Poor
2491,38.5,60.7,7.1,21.4,34.4,12.6,1.74,8.9,443,Moderate
2273,41.0,75.4,21.5,45.9,36.2,10.9,2.37,4.2,704,Hazardous
5232,29.0,77.8,7.1,18.0,26.3,14.1,1.45,6.6,567,Moderate
6563,34.6,87.9,26.8,39.5,24.2,21.8,1.67,3.9,462,Poor
3427,23.2,55.1,7.1,11.4,23.0,5.0,0.86,11.6,359,Good
1402,35.0,55.4,30.4,35.1,21.9,5.4,1.15,5.9,262,Moderate
9148,29.7,69.9,0.8,7.2,20.0,-0.9,0.88,12.9,294,Good
7058,28.0,78.8,18.2,29.4,37.0,18.5,1.66,5.2,559,Moderate
4258,36.4,73.4,7.8,20.8,25.6,1.4,1.61,8.2,331,Moderate
8174,25.1,60.4,2.0,9.7,19.9,5.4,1.03,10.3,445,Good
2208,26.3,69.9,7.3,11.6,25.7,5.7,1.05,12.4,330,Good
1298,35.3,66.4,12.7,24.4,40.2,16.7,1.85,4.8,704,Poor
2001,31.1,60.3,43.7,54.7,25.9,2.4,1.7,7.2,685,Moderate
5265,31.8,78.6,10.2,16.3,24.5,6.8,0.97,10.4,507,Good
1024,27.7,57.3,0.1,5.4,20.1,4.7,0.92,10.6,541,Good
4543,25.8,49.3,0.9,8.6,21.9,7.0,1.12,11.3,320,Good
1695,47.5,85.0,56.7,67.2,37.4,13.8,2.19,11.6,627,Poor
7181,31.6,62.7,2.2,7.6,26.4,8.3,1.55,6.3,611,Moderate
7217,43.5,82.8,39.2,51.5,28.3,10.3,1.91,3.9,786,Poor
7572,29.8,76.7,1.6,6.8,30.8,6.0,1.33,7.6,658,Moderate
7607,25.9,70.4,13.0,17.0,21.5,1.2,0.86,16.7,351,Good
9066,45.1,98.2,121.9,138.2,47.9,21.1,2.27,9.8,725,Hazardous
8903,25.1,46.0,18.7,23.0,20.0,7.1,0.87,10.7,310,Good
9732,20.3,43.4,4.7,7.5,20.5,5.8,0.92,11.0,364,Good
9099,20.1,57.4,3.1,7.1,25.3,1.3,1.02,13.0,671,Good
4373,27.2,81.4,4.4,14.9,23.9,10.7,1.45,5.3,324,Moderate
9299,37.4,48.6,7.6,19.9,36.4,12.6,1.67,6.1,465,Moderate
7590,23.9,63.8,2.7,8.3,25.8,5.2,0.91,12.5,442,Good
5840,37.3,82.4,2.4,22.4,25.3,20.5,1.94,4.4,553,Poor
5671,42.4,109.8,109.7,117.5,42.6,35.2,2.61,8.4,751,Hazardous
7187,23.1,62.0,9.6,21.1,22.7,12.9,1.48,6.5,341,Moderate
7598,21.3,71.1,15.6,21.6,19.5,3.8,0.93,12.0,533,Good
5863,34.2,95.0,2.5,9.1,29.3,18.4,2.45,4.7,577,Poor
8569,20.2,85.8,15.3,21.0,12.9,9.2,1.36,9.1,297,Moderate
5299,27.7,79.5,41.8,57.1,27.9,8.7,1.76,5.1,546,Moderate
9077,38.0,68.9,25.4,44.0,31.9,21.2,2.03,4.0,693,Poor
2575,28.5,64.1,9.6,16.0,25.1,3.8,0.98,13.8,247,Good
6493,33.7,66.8,45.6,48.5,25.0,8.9,1.44,7.0,306,Moderate
2749,25.7,81.8,3.1,17.8,34.7,5.0,1.48,6.2,334,Moderate
1428,40.0,88.4,41.9,51.9,50.1,-0.8,2.41,4.7,638,Hazardous
2852,37.0,99.9,2.1,25.1,37.2,27.6,2.5,5.4,684,Hazardous
3014,21.6,64.9,5.4,10.7,28.8,5.3,1.02,10.0,278,Good
1587,26.7,77.0,14.7,24.1,22.1,13.3,1.64,9.5,385,Moderate
6113,49.4,83.7,46.8,68.6,35.9,25.6,2.02,5.0,628,Poor
9306,49.8,93.2,19.2,33.0,35.2,22.7,2.12,4.7,552,Hazardous
2399,24.3,65.0,13.4,18.4,23.9,6.2,1.06,11.1,394,Good
7202,35.9,90.5,8.8,25.2,25.5,16.2,1.79,3.9,546,Poor
6503,35.0,81.7,11.3,26.6,38.0,3.4,2.05,5.2,781,Poor
4775,29.2,65.7,6.3,11.0,15.3,2.1,1.03,11.4,470,Good
1924,23.4,76.0,20.3,24.1,24.3,5.1,0.98,12.6,484,Good
278,33.6,52.9,16.3,23.1,16.1,6.2,0.99,15.5,435,Good
2447,23.4,75.9,3.8,12.7,41.5,6.3,2.15,5.9,505,Poor
711,29.2,85.0,1.6,22.4,26.6,9.5,2.55,3.5,505,Poor
1223,23.2,46.5,2.9,8.2,23.8,6.6,1.12,10.6,241,Good
8326,37.0,98.8,6.4,23.7,27.9,14.1,1.84,7.8,574,Poor
9869,34.2,70.6,90.9,96.0,35.3,15.2,2.59,9.2,454,Poor
2685,25.5,75.0,5.1,8.6,24.7,4.1,1.04,10.4,345,Good
9608,24.8,62.2,6.1,10.9,21.6,3.6,1.14,15.7,271,Good
2362,28.7,72.3,40.6,42.9,20.4,4.3,1.36,10.5,437,Good
8450,31.1,79.1,13.6,18.6,23.1,1.2,1.21,5.6,538,Good
7415,26.8,75.8,10.3,16.3,16.4,8.1,0.94,11.4,396,Good
8644,34.0,90.5,22.5,40.1,40.9,26.1,2.95,3.6,866,Hazardous
6554,25.4,75.5,0.5,5.9,16.5,3.3,0.96,12.6,213,Good
6242,20.3,74.9,3.7,8.0,15.2,5.6,1.08,10.2,429,Good
8311,40.8,91.0,3.6,21.6,41.1,13.5,3.67,7.7,595,Hazardous
